smiles,affinity,iteration
Cc1ccc([N+](=O)[O-])cc1[C@H](C)OC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-34.60557606571433,482
O=C(OCc1csc([N+](=O)[O-])c1)c1[nH]c2c(Br)cccc2c1CCCO,-35.510607652190544,483
N#Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c([N+](=O)[O-])c1,-38.0439329241905,484
Cc1c(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)ccc(F)c1F,-47.2563958758095,485
Cc1cc(F)ncc1COC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-33.71799203561902,486
O=C(OCc1c(Br)cccc1C(F)(F)F)c1[nH]c2c(Br)cccc2c1CCCO,-40.44825400647621,487
O=C(OCc1cc(F)ccc1C(F)(F)F)c1[nH]c2c(Br)cccc2c1CCCO,-29.88524050114279,488
O=C(OCc1ccc2c(c1)CCO2)c1[nH]c2c(Br)cccc2c1CCCO,-37.98219908419044,489
Cc1coc2c(COC(=O)c3[nH]c4c(Br)cccc4c3CCCO)cccc12,-42.461023228380974,490
Cc1ccc(Cl)c(OCCOC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-41.090803496761865,491
Cc1ccc(Br)c(OCCOC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c1,-36.866835546857175,492
COc1cc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)c(OC)cc1Br,-33.78553810533332,493
Cc1ccccc1CCOC(=O)c1[nH]c2c(Br)cccc2c1CCCO,-36.37080493142854,494
C[C@@H](OC(=O)c1[nH]c2c(Br)cccc2c1CCCO)c1ccc(Cl)c([N+](=O)[O-])c1,-39.36247416228571,495
C[C@H](OC(=O)c1[nH]c2c(Br)cccc2c1CCCO)c1ccc(Cl)c([N+](=O)[O-])c1,-34.43652984057144,496
Cc1nc2cccc(COC(=O)c3[nH]c4c(Br)cccc4c3CCCO)c2o1,-37.817010893904815,497
O=C(OCc1ccc(CF)cc1)c1[nH]c2c(Br)cccc2c1CCCO,-39.9674135070476,498
Cc1ccc(COC(=O)c2[nH]c3c(Br)cccc3c2CCCO)cc1F,-42.56640595257141,499
